RID,important,worry,personal,future,segment
6890c9e1-70b7-9297-48af-481773612bbe,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890c9f4-ceef-5bb5-ecc5-dadf8fcf2b7b,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890ca00-22ae-62c9-870c-200e4e428fba,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890ca01-70e8-37c2-f0de-ce234eecd5c5,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6890ca09-70ee-8f0a-77e4-8cefd46e0316,Very important,Somewhat worried,Only a little,A great deal,Concerned
6890ca0d-cd60-65e4-461e-8a8ae2ffac2e,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890ca0e-5e9b-9a50-6c34-7cbd573a77f9,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890ca0f-1d4d-aa03-d4e6-c5a68f6c8b81,Not too important,Not very worried,Not at all,Only a little,Doubtful
6890ca0f-6157-6b7a-2db5-b95174f74ba0,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890ca23-afed-ac53-86b2-22d683641c6e,Not too important,Not very worried,Not at all,Don't know,Doubtful
6890ca2f-0b7f-b680-88ee-fa7b4127ea27,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890ca3d-3a20-5776-f79e-c4a4e5279bca,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890ca5d-140c-b323-d19b-975de1adc230,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890ca5d-8a2d-40c7-dc6d-e86c001f7874,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6890ca86-8a7b-336d-74d8-8b5c6d0bbaa0,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890caa3-2a4b-3bd6-5d66-ecdfa74e1759,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890cadb-b943-43ae-27a6-13d9fca52ec9,Not too important,Not very worried,Not at all,Not at all,Dismissive
6890cae2-7b4b-b70b-d8ac-bcf4b793be33,Not at all important,Not very worried,Not at all,Not at all,Dismissive
6890caed-8537-00c4-dd28-059d610d83c9,Not too important,Not very worried,Don't know,Don't know,Disengaged
6890caf2-6938-72a0-1e56-b62b6ffc2d6d,Somewhat important,Somewhat worried,Not at all,A great deal,Concerned
6890cb03-6622-cba2-f5cf-e80a31f03463,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890cb04-272a-3fd2-3a92-65d0b742d4e9,Very important,Very worried,A great deal,A great deal,Alarmed
6890cb0c-315e-c7d2-f7c3-ff1195815661,Very important,Very worried,A moderate amount,A great deal,Alarmed
6890cb0c-e777-9126-345a-11722b5b95f3,Not too important,Not at all worried,Not at all,Not at all,Dismissive
6890cb16-683a-f4cf-a2bb-57c68d4078dd,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890cb18-cded-70cd-c536-451525d4a61a,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890cb19-7608-1a17-79da-e5090162dbb6,Very important,Very worried,A moderate amount,A great deal,Alarmed
6890cb1d-7c5d-c5e3-8580-70d469e75c97,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890cb1e-f216-c9a3-147b-39d0795efcf8,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cb25-27b9-710f-48c9-7858432ab184,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890cb28-c8b0-cfdb-92d6-b1c23e5951c0,Very important,Very worried,A great deal,A great deal,Alarmed
6890cb32-317a-d1a1-5181-62b4e4919874,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6890cb3c-1b8a-60e2-df36-0dcf53959b53,Not too important,Not very worried,Not at all,Don't know,Doubtful
6890cb3d-7e7f-9bb1-26a6-db48d554c0e2,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890cb3e-e4dd-12b7-b26e-d09648e3c00e,Not too important,Not very worried,Only a little,Only a little,Doubtful
6890cb44-151c-1384-325f-4b504966e788,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6890cb46-af6c-c00c-096f-f04291922b50,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890cb49-937b-73ba-849c-85d6da229e87,Not too important,Not very worried,Don't know,Don't know,Disengaged
6890cb4c-975a-7941-f7ee-bd8b60ac9348,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cb4d-7431-cc42-5438-39eca785f6e9,Not too important,Not very worried,Only a little,Only a little,Doubtful
6890cb4e-2805-61e2-9188-fda9ceccc29d,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6890cb89-3444-865e-31ca-ccbee8ccf4a7,Not at all important,Not at all worried,Only a little,Not at all,Dismissive
6890cb8f-6128-cfbb-58bb-16bc3c7ba39f,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890cbb5-0d0f-0a2d-36da-48b789f13dbe,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6890cbdf-f95b-08d6-3975-843d3cf4d089,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6890cc3e-1f36-7827-4d32-f12f9d43f6a4,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cc61-d5f4-ea87-ef7d-51b6c85f2652,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890cca5-3e0d-f866-8961-fd8ab85e62e6,Very important,Not very worried,Only a little,Only a little,Cautious
6890ccbd-33a1-169e-c6c3-1a6f413abf3b,Very important,Very worried,A great deal,A great deal,Alarmed
6890cd0d-4d5f-02d7-2067-8104bf4c6938,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cd55-1b1e-abda-fdb1-53da6b9dcbe6,Not at all important,Not at all worried,Don't know,Don't know,Doubtful
6890cd5e-b4fb-b40e-cb64-3f35384acd40,Extremely important,Very worried,A moderate amount,A moderate amount,Alarmed
6890cd60-1d07-7785-e2f5-128843820033,Very important,Very worried,A moderate amount,A great deal,Alarmed
6890cd6a-ae8d-739d-eb61-646c43919475,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890cd72-e68c-1454-b0d5-84a42a6aff04,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cd74-b1ee-03fb-4ec8-b1373dfaf343,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890cd85-f2d9-1caf-66bd-2e36b98c3224,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890cdaf-aedc-2d41-bfc3-25f96b82cd21,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
6890cdd1-3f8a-a6dc-6c10-de360f4d75ef,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6890ce29-e35b-ff66-82c1-15d314c0225b,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6890cef2-4298-321c-7893-41392a5b7256,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6890cf24-66c3-c9b2-60fa-4aa39eb5273a,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890cf27-dc00-f6ea-9738-dc531543d5c7,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890cf48-e8e2-893b-c756-6741365d5c34,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890cf6e-1a10-783d-fafb-75012c3a02fc,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890cf75-0f94-bd02-26be-149497a8f0e2,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cf93-65cb-508d-6955-34a3172af886,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890cfa1-3e94-fb60-a5ac-2dc7ddc825bf,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6890cfce-0cf1-7321-0b66-fd097b764d5d,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890cfe5-0b8b-1879-f411-9f36092b317d,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890d047-37b4-d623-c145-f708bba61383,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d05a-7c29-30e0-8100-fdc166325d8e,Somewhat important,Not very worried,Not at all,A moderate amount,Cautious
6890d05f-65de-34a0-470d-a5f48bc7e6cc,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6890d069-42f7-4a2b-21ee-a8754b85a30b,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890d08e-1959-8d5b-b7cd-afac78340f45,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d0a6-e935-e291-42b9-6b410a8b1e26,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6890d0ec-bcae-3523-ff51-3a4b737ab872,Not too important,Not very worried,Only a little,Don't know,Doubtful
6890d0f0-64fc-7da3-e1a5-191f57b2d930,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d12c-21bb-6d53-5b8f-6f69c8e531f1,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890d177-236e-1c2d-6d34-6d0ffe8978f9,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d220-1f68-2f04-3733-523205fa3ced,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6890d2b7-edb9-8420-00cc-d5ad79220e3a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d2eb-83c5-e403-3721-1a8f9b4ee6a7,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d2f5-5fee-abf1-24df-dfd9dd14f09d,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6890d312-3910-34a2-d9e4-40ae3dab640e,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6890d315-ad3b-976f-809b-5d56395876a7,Not at all important,Not at all worried,Don't know,Don't know,Doubtful
6890d332-f9c3-d845-92bd-01dbe8984f6c,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6890d339-019d-1677-40ab-abdd27ba9d81,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890d353-5293-e2a6-6555-a7639d755a26,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890d38a-0097-e7c7-1ab1-5d716be878fe,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6890d3e6-a48f-ade9-827e-097cf4695732,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890d412-5a3b-3c57-00c2-02207c56342c,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890d422-4d19-ebd1-a276-bd9665ee654f,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6890d42b-6c96-281c-f0c7-2679f6e12c7c,Very important,Somewhat worried,Only a little,Not at all,Cautious
6890d45b-90d1-031f-8f69-ef6496f177c5,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890d46e-1a78-1a9e-d857-3ff0782578e9,Very important,Very worried,A moderate amount,A great deal,Alarmed
6890d493-0c5e-9cac-5c87-471f71af609d,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d4b1-8b0b-7df5-fe7e-d39db80a82d7,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890d4c3-7902-3211-1926-ce9a079e5860,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6890d4f3-9605-2b8c-dd05-26a859c1bc40,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d523-0b6e-75aa-d488-fd936b924613,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d532-8a65-7645-79b4-dc803fd30c07,Not too important,Very worried,Don't know,Don't know,Disengaged
6890d55a-9a54-23e9-f98d-6e31cd8f53cd,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6890d562-5509-e306-d159-ab5c9291906d,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6890d568-bc25-a8a1-7930-f8b7b9a47028,Very important,Very worried,A great deal,A great deal,Alarmed
6890d5a5-4d61-5d83-abd8-56f319abec2b,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6890d5f8-7a35-0833-7dce-2d477a2a5c6f,Not too important,Somewhat worried,Only a little,A moderate amount,Cautious
6890d644-53c4-d9ce-bc0f-6f4be4950f71,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6890d6c9-c7ce-96f7-d078-b8e157a9d0e4,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d6df-ef52-6951-2607-c2a09ab4e150,Very important,Not very worried,A great deal,A great deal,Concerned
6890d704-9a13-183a-2757-99f71d920d5a,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890d744-fba4-116e-efc0-ffdc9b0bf7e9,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6890d74e-710c-0d73-0f4c-2bbe072d2f44,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6890d76e-7852-51af-3539-fc1ea93d8129,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6890d79f-b74e-6b43-e07b-3de99866de5d,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6890d7e9-d4e6-7eb7-14af-a62d5e8ddfa4,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6890d7ff-9b02-2d14-14aa-2e703be29edb,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d852-cf2c-28a0-5c49-fc8aecefa2fc,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d874-6e85-7440-b816-ffed1bf8a443,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890d8a8-d5c2-1abd-c4cf-b7f3fdf6bb1e,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890d8b2-51eb-116e-72e8-bbc06baf663c,Not too important,Somewhat worried,Only a little,A great deal,Concerned
6890d8e6-84f6-5f47-b8db-1a4aaef2fe81,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d92d-eebd-289e-b814-f1806e982715,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6890d93c-7ac2-f9a0-c587-4c39c286c158,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d94d-b81e-fb7d-7d9d-d655ee6bc9db,Not too important,Somewhat worried,Only a little,A moderate amount,Cautious
6890d98b-7c7d-04bd-ea5a-204972cce922,Very important,Very worried,A great deal,A great deal,Alarmed
6890d99b-e0c1-513c-7389-e44391e89645,Very important,Very worried,A moderate amount,A great deal,Alarmed
6890d9ac-6df2-e6a9-e09b-c411584ac3f1,Not at all important,Not at all worried,Don't know,Not at all,Dismissive
6890d9c3-df97-d2fa-b791-486c3c4891f3,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890d9da-7f54-808e-be3f-7c191000a298,Somewhat important,Not very worried,Not at all,A moderate amount,Cautious
6890d9db-747d-c431-fac5-66913ddf2a3d,Very important,Not very worried,A moderate amount,A moderate amount,Cautious
6890da50-e8be-9492-a07f-6b32c89646f2,Extremely important,Not at all worried,Only a little,A moderate amount,Cautious
6890dac0-7890-7033-0142-6f38d33cf36d,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6890daec-66ab-1d1f-7358-55851af66897,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890db55-cc7b-790f-5d0f-3b0feaf02e5f,Not too important,Not at all worried,Only a little,A moderate amount,Cautious
6890db7d-e343-1707-830c-4c40ac83953a,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6890dba7-65e1-c41d-260d-dbcc7e95716f,Extremely important,Somewhat worried,Don't know,A great deal,Alarmed
6890dbce-e2f5-a7b9-1f2c-f73d5ce37202,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6890dc1e-5ce2-9ce0-547d-b1c2022e244f,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6890dc89-33f7-8d71-787f-019e9aa11971,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890dca0-f1fb-8ca4-67d5-4dee69038c39,Somewhat important,Not very worried,A moderate amount,Don't know,Disengaged
6890dcbe-9238-5b02-7d13-8e1e106711b5,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6890dccf-e2cc-8aaa-85d0-e51a4626e830,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890dcd2-6b8d-d86c-ea63-fc8e4c7bcb45,Extremely important,Very worried,A great deal,A great deal,Alarmed
6890dd0c-b7f3-7e64-c4b8-ae7d136b876b,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890dd21-3b81-04c9-c401-855b1efd3047,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6890dd26-f340-30a3-8802-41d5136686b7,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6890dd43-c4c0-cfec-1954-9de477355616,Very important,Very worried,A moderate amount,A great deal,Alarmed
68921282-0881-7ccf-caf3-e527addf0ca0,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
68921282-7476-d051-edc1-db00f2ed6e06,Extremely important,Very worried,A great deal,A great deal,Alarmed
68921285-ef60-1b1c-2a75-2ce7d5c8ae9c,Very important,Somewhat worried,A great deal,A great deal,Alarmed
68921293-3df4-ed4c-6426-2da4b7edb8a6,Not too important,Not very worried,Not at all,Only a little,Doubtful
68921296-80f4-4e65-fa04-f092249ad0a2,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
689212ae-5a8b-313f-2aac-6f00e0d7995e,Extremely important,Very worried,A great deal,A great deal,Alarmed
689212b0-8a2a-0dac-f4f4-6c0141c3a332,Not too important,Not very worried,A moderate amount,A great deal,Cautious
689212cc-6211-c4a7-82bc-f790591139be,Not too important,Not very worried,Not at all,Only a little,Doubtful
689212d8-af48-434b-44cb-2946f720babb,Very important,Very worried,A moderate amount,A great deal,Alarmed
68921301-dcfa-1f7b-10cb-b2f18f396fe4,Extremely important,Very worried,Not at all,A great deal,Alarmed
68921320-631d-04cc-0488-9e837af3b1b7,Extremely important,Somewhat worried,Only a little,A moderate amount,Concerned
6892132f-2df3-0bf8-9ba0-cb424cb4eb3d,Not too important,Not very worried,Not at all,Only a little,Doubtful
